,movieId,Average Rating,Number of Ratings
74447,7312,0.5,1
74448,7315,2,2
74450,7316,2.375,4
74454,7317,3.133333333,15
74469,7318,2.615384615,13
74482,7319,2.083333333,6
74488,7320,3.4,5
74493,7321,2.75,2
74495,7323,3.804347826,23
74518,7324,3.318181818,11
74529,7325,3.285714286,21
74550,7326,3.5,1
74551,7327,3.75,6
74557,7328,3.5,1
74558,7333,4.25,2
74560,7335,4,1
74561,7336,3.5,1
74562,7340,2.75,4
74566,7344,3.5,1
74567,7345,4,1
74568,7346,3.125,20
74588,7347,3.3,15
74603,7348,3.5,3
74606,7349,3,1
74607,7352,4,2
74609,7354,3.333333333,3
74612,7357,3.5,1
74613,7360,3.90625,16
74629,7361,4.160305344,131
74760,7362,3.25,4
74764,7364,4,1
74765,7366,2.9375,8
74773,7367,2.571428571,14
74787,7368,3.5,1
74788,7369,2.25,4
74792,7371,4.025,20
74812,7372,3,1
74813,7373,3.37804878,41
74854,7375,3.071428571,7
74861,7376,3,6
74867,7377,3.5,1
74868,7379,3.5,6
74874,7380,3.357142857,7
74881,7381,3.142857143,7
74888,7382,4.25,2
74890,7386,3.75,4
74894,7387,3.975,20
74914,7390,1.5,1
74915,7394,2.5,1
74916,7395,2.75,2
74918,7396,4,7
74925,7411,1.5,1
74926,7414,2.5,1
74927,7419,3.785714286,7
74934,7438,3.868181818,110
75044,7439,3.5,14
75058,7440,3.25,2
75060,7443,3.5,1
75061,7444,3.19047619,21
75082,7445,3.628571429,35
75117,7448,2.75,4
75121,7449,2.5,2
75123,7450,2.75,4
75127,7451,3.756410256,39
75166,7454,2.708333333,24
75190,7455,3,1
75191,7457,3.5,1
75192,7458,3.427083333,48
75240,7459,4.5,1
75241,7460,3.583333333,6
75247,7477,2.5,1
75248,7479,4,1
75249,7481,4,4
75253,7482,4.038461538,13
75266,7486,4.75,2
75268,7487,4,1
75269,7492,4,1
75270,7493,4,2
75272,7541,3.25,4
75276,7560,4,1
75277,7561,3.5,1
75278,7562,2.5,1
75279,7564,2.5,2
75281,7566,4,3
75284,7569,3.833333333,12
75296,7570,3.3125,8
75304,7572,4.5,1
75305,7573,3.125,8
75313,7579,3.666666667,3
75316,7581,3.25,2
75318,7584,4,2
75320,7587,4,4
75324,7614,4.5,2
75326,7615,4.5,1
75327,7616,2.5,1
75328,7618,3.5,2
75330,7619,3.666666667,3
75333,7620,4,1
75334,7624,2.75,6
75340,7636,0.5,1
75341,7646,3,2
75343,7647,3.75,2
75345,7649,2.8,5
75350,7650,2,3
75353,7657,3.75,2
75355,7669,3.555555556,9
75364,7698,3.7,5
75369,7700,3.3,5
75374,7701,1.785714286,7
75381,7702,3.5,1
75382,7704,2,1
75383,7705,4,2
75385,7706,4.125,4
75389,7707,2,1
75390,7708,2,1
75391,7713,4,1
75392,7714,4,1
75393,7716,3.5,1
75394,7720,2.75,4
75398,7727,3,1
75399,7728,3.666666667,3
75402,7730,3,1
75403,7742,0.5,1
75404,7743,3.5,2
75406,7745,4,1
75407,7748,3.875,4
75411,7749,4,1
75412,7753,3.5,2
75414,7756,4,2
75416,7757,3.5,6
75422,7762,3.625,4
75426,7766,4,4
75430,7767,4.75,2
75432,7772,3.5,1
75433,7773,4,2
75435,7781,1.5,1
75436,7782,3,2
75438,7786,3.5,1
75439,7789,4,2
75441,7802,3.9375,8
75449,7810,3.333333333,3
75452,7811,4,1
75453,7812,3.666666667,3
75456,7815,5,1
75457,7820,3.75,2
75459,7822,3,1
75460,7826,3.5,1
75461,7831,3.5,1
75462,7832,3.5,1
75463,7833,3.5,1
75464,7834,2.833333333,3
75467,7835,3.5,1
75468,7839,3.5,1
75469,7840,3.166666667,3
75472,7841,3.75,2
75474,7842,4.375,4
75478,7843,4.5,1
75479,7844,3.5,2
75481,7845,2.7,5
75486,7846,3,3
75489,7879,3.5,1
75490,7882,3,1
75491,7883,2,2
75493,7884,3.25,2
75495,7888,4.25,2
75497,7889,3.75,2
75499,7891,3,1
75500,7894,3.5,4
75504,7895,3.5,2
75506,7896,3.5,1
75507,7899,4.5,1
75508,7900,3,1
75509,7916,3.5,1
75510,7920,3.5,1
75511,7924,3.5,1
75512,7925,4.25,2
75514,7926,4,1
75515,7930,3.75,2
75517,7932,3.666666667,3
75520,7934,4,7
75527,7936,4,1
75528,7937,3.5,2
75530,7938,3.5,1
75531,7939,4.5,1
75532,7940,4.5,1
75533,7943,4,1
75534,7944,3,1
75535,7951,2,1
75536,7976,4.5,1
75537,7979,3.5,1
75538,7980,3.785714286,7
75545,7981,4.333333333,9
75554,7982,3.25,4
75558,7983,4.2,5
75563,7984,4,1
75564,7986,1,1
75565,7987,2.5,1
75566,7988,2,1
75567,7991,3.666666667,3
75570,7993,2.5,1
75571,8008,4,3
75574,8010,4,1
75575,8011,4,4
75579,8012,3.666666667,3
75582,8014,4.25,10
75592,8015,3.5,1
75593,8016,4,2
75595,8019,4,1
75596,8024,3.5,2
75598,8025,4.5,1
75599,8033,3.666666667,3
75602,8035,2,2
75604,8042,4,7
75611,8043,1.5,1
75612,8044,3.666666667,3
75615,8045,2,1
75616,8057,3,1
75617,8092,3,1
75618,8093,3.5,1
75619,8094,3.5,1
75620,8117,4,1
75621,8118,4,1
75622,8119,3,3
75625,8121,2,2
75627,8125,4,1
75628,8126,3.5,1
75629,8128,4.1,5
75634,8131,3.5,1
75635,8132,4.333333333,9
75644,8136,0.5,1
75645,8137,0.5,1
75646,8138,2.25,2
75648,8142,4.25,2
75650,8143,3.5,1
75651,8147,4,1
75652,8153,2.5,1
75653,8154,3.75,6
75659,8157,3.5,5
75664,8158,4,1
75665,8167,4,2
75667,8169,3.285714286,7
75674,8183,3.166666667,3
75677,8188,3.5,1
75678,8189,3,1
75679,8190,4,1
75680,8191,4,1
75681,8195,4,2
75683,8196,3.5,1
75684,8197,4,1
75685,8199,2.5,2
75687,8207,4.083333333,6
75693,8225,4,1
75694,8228,3.617647059,17
75711,8232,3.5,1
75712,8235,4,2
75714,8236,0.5,1
75715,8238,5,1
75716,8239,4,1
75717,8241,4,1
75718,8253,3.4,5
75723,8254,4.25,6
75729,8261,4.166666667,3
75732,8264,3.5,1
75733,8266,2.7,5
75738,8268,4.25,2
75740,8270,3.75,2
75742,8275,3.5,1
75743,8290,0.75,2
75745,8293,3.5,1
75746,8302,3.5,1
75747,8327,4.25,2
75749,8331,4,1
75750,8335,3.5,1
75751,8336,3.5,1
75752,8337,4,2
75754,8338,4,1
75755,8340,3.785714286,7
75762,8341,3.833333333,3
75765,8360,3.576086957,92
75857,8361,3.05,50
75907,8362,2.75,4
75911,8363,3.75,2
75913,8364,3.375,4
75917,8366,3.892857143,14
75931,8368,3.913978495,93
76024,8369,2.666666667,3
76027,8370,3.958333333,12
76039,8371,3.304347826,23
76062,8372,2.3,5
76067,8373,2.25,12
76079,8375,2.5,1
76080,8376,3.324324324,37
76117,8378,4,1
76118,8379,3,1
76119,8380,2.5,1
76120,8382,2.5,1
76121,8383,1,1
76122,8385,3,1
76123,8387,0.8,5
76128,8391,3,1
76129,8402,2,1
76130,8405,4.5,2
76132,8410,3.5,1
76133,8424,4,1
76134,8425,2,1
76135,8426,4,1
76136,8427,1.5,1
76137,8446,2.5,1
76138,8447,1,1
76139,8450,3,1
76140,8451,3.25,2
76142,8454,3.5,1
76143,8456,4,1
76144,8458,3.5,1
76145,8459,3.5,1
76146,8461,3.5,1
76147,8462,3,1
76148,8463,4,1
76149,8464,3.51,50
76199,8465,3.5,1
76200,8477,4.5,2
76202,8481,3,1
76203,8482,2,2
76205,8484,4.5,1
76206,8487,3.5,2
76208,8491,3.666666667,3
76211,8492,3.25,2
76213,8493,3.083333333,6
76219,8494,0.5,1
76220,8495,2.5,1
76221,8500,2.5,1
76222,8501,3.625,4
76226,8502,3,1
76227,8506,2.25,2
76229,8507,3.166666667,9
76238,8511,4.5,1
76239,8512,3.5,1
76240,8518,3.5,1
76241,8521,2,2
76243,8526,2.5,3
76246,8528,3.551282051,39
76285,8529,3.319148936,47
76332,8530,3.75,2
76334,8531,2.833333333,6
76340,8532,2.5,1
76341,8533,3.565789474,38
76379,8534,3.5,1
76380,8535,4,1
76381,8542,4,3
76384,8571,3.5,1
76385,8574,1.5,2
76387,8575,3,1
76388,8577,4,1
76389,8578,3.25,2
76391,8580,5,1
76392,8581,4,4
76396,8582,4.25,2
76398,8587,3.5,1
76399,8588,4,1
76400,8591,3.5,1
76401,8593,4,1
76402,8596,3.25,2
76404,8600,3.75,2
76406,8601,4,1
76407,8604,3.2,5
76412,8605,3.25,2
76414,8607,3.9,5
76419,8609,3.25,2
76421,8610,2.5,2
76423,8611,3.5,1
76424,8614,3,6
76430,8617,3,1
76431,8620,1.5,2
76433,8622,3.486486486,37
76470,8623,3.272727273,11
76481,8626,1.5,1
76482,8632,0.5,1
76483,8633,3.571428571,7
76490,8636,3.803797468,79
76569,8638,3.7,15
76584,8640,2.961538462,13
76597,8641,3.771929825,57
76654,8643,3.277777778,9
76663,8644,3.491803279,61
76724,8645,3.9375,8
76732,8650,3.5,1
76733,8656,3.75,2
76735,8665,3.786666667,75
76810,8666,1.333333333,9
76819,8667,3.5,1
76820,8670,4,1
76821,8677,1.25,2
76823,8684,3.5,1
76824,8685,3.5,1
76825,8690,4,1
76826,8695,3,3
76829,8711,3,1
76830,8712,3,1
76831,8713,3,1
76832,8714,2.5,1
76833,8718,3.5,2
76835,8720,2,1
76836,8724,4.25,2
76838,8727,2,1
76839,8730,4,2
76841,8738,5,1
76842,8743,3,2
76844,8748,4,2
76846,8753,3.5,1
76847,8754,4,1
76848,8755,3,1
76849,8771,3,1
76850,8772,0.5,1
76851,8773,3,1
76852,8774,3.5,1
76853,8778,3.75,2
76855,8781,3.041666667,12
76867,8782,2.75,2
76869,8783,3.192307692,26
76895,8784,3.708333333,48
76943,8795,4.5,1
76944,8796,3.1,5
76949,8798,3.761363636,44
76993,8799,2.166666667,3
76996,8800,4.5,1
76997,8804,5,1
76998,8807,3.455882353,34
77032,8808,2.5,7
77039,8809,3.25,2
77041,8810,2.823529412,17
77058,8813,4,2
77060,8814,2,7
77067,8815,2.5,3
77070,8827,4,5
77075,8830,1.75,2
77077,8831,3.5,1
77078,8832,3.25,2
77080,8833,3.5,3
77083,8835,2.333333333,3
77086,8836,3.333333333,3
77089,8838,4.166666667,3
77092,8840,1,1
77093,8844,3,1
77094,8848,3.5,2
77096,8860,2.857142857,7
77103,8861,2.928571429,14
77117,8864,2.666666667,3
77120,8865,2.638888889,18
77138,8866,3.111111111,9
77147,8869,3.333333333,6
77153,8870,2.5,5
77158,8873,3.796296296,27
77185,8874,4.006493506,77
77262,8875,4,1
77263,8879,3.25,6
77269,8880,3.428571429,7
77276,8894,1.5,1
77277,8905,2.5,1
77278,8906,2.666666667,3
77281,8907,2.346153846,13
77294,8908,3.666666667,6
77300,8910,3.452380952,21
77321,8911,5,1
77322,8912,1.75,2
77324,8914,3.794117647,17
77341,8915,3.5,1
77342,8916,3,3
77345,8917,3.46875,32
77377,8918,3,1
77378,8919,4.25,2
77380,8920,3.5,1
77381,8921,3.5,1
77382,8928,3.666666667,3
77385,8933,4,1
77386,8934,1,1
77387,8937,3.5625,8
77395,8938,4,1
77396,8939,3.666666667,3
77399,8943,1.75,2
77401,8946,2.75,2
77403,8947,2.3,10
77413,8948,2.333333333,3
77416,8949,3.743589744,39
77455,8950,3.986842105,38
77493,8951,3,4
77497,8952,3.5,1
77498,8954,4,1
77499,8955,3,1
77500,8957,3.181818182,33
77533,8958,3.684210526,19
77552,8959,2.5,3
77555,8961,3.836,125
77680,8964,3,1
77681,8965,3.136363636,11
77692,8966,3.125,8
77700,8967,1.75,4
77704,8968,3.583333333,6
77710,8969,3.025,20
77730,8970,3.609375,32
77762,8972,3.263157895,38
77800,8973,3.75,8
77808,8974,3,2
77810,8977,2.2,10
77820,8978,2.5,2
77822,8979,4,1
77823,8981,3.71875,16
77839,8982,3,3
77842,8983,3.52,25
77867,8984,3.290697674,43
77910,8985,2.857142857,14
77924,8987,3,1
77925,8989,3.5,1
77926,8998,4,1
77927,9004,2,1
77928,9005,2,2
77930,9008,2.5,1
77931,9010,4.1,5
77936,9018,4.333333333,3
77939,25746,3,1
77940,25750,3,2
77942,25752,4,1
77943,25753,4,1
77944,25757,4,1
77945,25769,4.5,1
77946,25771,4.5,4
77950,25773,4,1
77951,25782,0.5,1
77952,25788,3.75,2
77954,25795,3.5,1
77955,25797,3.5,1
77956,25805,4.5,1
77957,25825,3.375,4
77961,25826,3.5,1
77962,25827,3.5,2
77964,25833,4,1
77965,25834,4,1
77966,25841,4.166666667,3
77969,25850,3,3
77972,25856,3.25,2
77974,25865,4,1
77975,25870,3.5,1
77976,25886,4,2
77978,25887,5,1
77979,25898,4,2
77981,25905,3.5,1
77982,25906,5,1
77983,25923,3.5,1
77984,25927,3,1
77985,25937,3.333333333,3
77988,25940,3.5,1
77989,25946,3.5,1
77990,25947,5,1
77991,25952,4,1
77992,25959,2.5,1
77993,25962,3,1
77994,25963,4,1
77995,25996,3.5,1
77996,25999,3.5,1
77997,26002,3.5,1
77998,26003,4.5,1
77999,26038,4,1
78000,26048,4.5,1
78001,26052,2.75,2
78003,26059,4.5,1
78004,26073,5,1
78005,26078,5,1
78006,26082,4.5,3
78009,26084,3.9,5
78014,26095,0.5,1
78015,26116,4.5,2
78017,26122,4.5,1
78018,26124,2,1
78019,26131,4.3,5
78024,26133,4,6
78030,26142,2,1
78031,26147,5,1
78032,26150,4.5,1
78033,26151,3.5,2
78035,26152,3,5
78040,26158,4,1
78041,26159,3.75,2
78043,26169,5,1
78044,26171,3.166666667,3
78047,26172,3,2
78049,26176,2.5,1
78050,26183,4.25,2
78052,26184,3.5,2
78054,26195,3,1
78055,26198,2.75,2
78057,26225,4.5,1
78058,26231,4,1
78059,26236,4,1
78060,26237,4,1
78061,26242,3.2,5
78066,26249,3.75,2
78068,26258,3.9,5
78073,26265,4.5,1
78074,26283,3,1
78075,26285,2.5,1
78076,26303,4,1
78077,26308,4,1
78078,26313,4,1
78079,26317,3.5,1
78080,26322,3.125,4
78084,26326,4.5,2
78086,26340,3.666666667,3
78089,26344,3,1
78090,26347,4,1
78091,26350,5,1
78092,26357,4,1
78093,26359,4.5,1
78094,26365,2.5,1
78095,26366,5,1
78096,26375,3.666666667,3
78099,26386,3.5,1
78100,26391,2.5,1
78101,26394,4,1
78102,26399,3.5,1
78103,26401,5,1
78104,26409,2.75,2
78106,26413,3.25,2
78108,26422,3.166666667,3
78111,26429,4,1
78112,26444,4,2
78114,26453,4,1
78115,26464,3,1
78116,26467,3,1
78117,26471,4.375,4
78121,26472,3.5,1
78122,26492,3,3
78125,26498,3,1
78126,26504,3.25,2
78128,26510,2.25,2
78130,26523,3.5,1
78131,26524,4.5,2
78133,26527,4,1
78134,26528,4.5,3
78137,26539,3,1
78138,26542,3,2
78140,26547,4.25,2
78142,26554,4.25,2
78144,26555,2.75,2
78146,26562,3,1
78147,26564,3.5,2
78149,26567,2,1
78150,26578,4.166666667,3
78153,26585,3.833333333,3
78156,26587,5,1
78157,26590,2,1
78158,26593,2,1
78159,26599,4,1
78160,26603,4.5,1
78161,26606,4.25,2
78163,26612,4,2
78165,26614,3.388888889,9
78174,26622,3,1
78175,26629,2,3
78178,26630,3,1
78179,26631,3.75,2
78181,26645,4,1
78182,26649,3.75,2
78184,26662,4.058823529,17
78201,26676,2.5,1
78202,26680,3.8,5
78207,26681,4,2
78209,26686,1.5,3
78212,26693,4,1
78213,26694,3.5,1
78214,26695,3.5,1
78215,26696,0.5,1
78216,26700,2.25,2
78218,26701,3,1
78219,26704,4,2
78221,26712,4,3
78224,26713,4.5,1
78225,26717,0.5,1
78226,26726,2.5,1
78227,26729,3.8,5
78232,26732,4,1
78233,26736,4.5,1
78234,26741,1.5,1
78235,26743,2.5,1
78236,26745,2.5,1
78237,26750,3.25,2
78239,26761,3,1
78240,26764,1.25,2
78242,26765,2.75,2
78244,26776,3.892857143,14
78258,26777,4,1
78259,26778,3,3
78262,26782,2,1
78263,26791,1.5,1
78264,26792,1.5,2
78266,26796,3.5,1
78267,26797,3,1
78268,26810,4.833333333,3
78271,26812,2.75,2
78273,26819,2.5,1
78274,26828,1.5,1
78275,26838,3,1
78276,26840,5,1
78277,26849,5,1
78278,26854,2.5,1
78279,26861,3.5,1
78280,26865,3.375,4
78284,26870,2.666666667,3
78287,26871,2.25,2
78289,26875,4,1
78290,26887,3,1
78291,26900,3,1
78292,26901,2.5,1
78293,26903,3.8,5
78298,26913,1.5,1
78299,26928,5,1
78300,26940,2.5,1
78301,26947,2.5,1
78302,26958,3.5,1
78303,26965,3.5,2
78305,26974,3.166666667,3
78308,26985,4.5,1
78309,26999,3,2
78311,27002,3.5,1
78312,27003,3,1
78313,27006,3.5,1
78314,27008,1,1
78315,27020,3.4,5
78320,27022,4,1
78321,27032,3.5,2
78323,27036,3,1
78324,27074,1.5,1
78325,27075,3,1
78326,27105,2.5,1
78327,27124,2,1
78328,27134,4,1
78329,27140,3,1
78330,27155,2,1
78331,27156,4.3,5
78336,27176,4.5,1
78337,27178,4,1
78338,27186,4,2
78340,27193,3.875,4
78344,27246,4,1
78345,27251,2.75,2
78347,27255,3.5,1
78348,27266,4.071428571,7
78355,27306,1.5,1
78356,27311,3.5,3
78359,27317,3.75,6
78365,27320,5,1
78366,27328,4.5,1
78367,27329,4,1
78368,27368,4,3
78371,27369,4,1
78372,27370,4.5,1
78373,27373,5,1
78374,27397,4.25,4
78378,27408,3.333333333,3
78381,27416,3.75,2
78383,27420,2,1
78384,27426,2.5,1
78385,27434,1.5,3
78388,27441,3.25,2
78390,27450,2.5,1
78391,27473,2.5,1
78392,27478,3,3
78395,27480,4.5,1
78396,27482,3.75,2
78398,27491,3,1
78399,27513,3,1
78400,27523,5,1
78401,27537,3.5,1
78402,27539,2.5,1
78403,27549,1.5,1
78404,27555,3.75,2
78406,27563,4.333333333,3
78409,27584,3.5,2
78411,27592,3.8,5
78416,27595,0.5,1
78417,27604,3.125,4
78421,27611,3.815789474,19
78440,27618,2.75,2
78442,27619,4.5,2
78444,27627,4.5,1
78445,27644,3.5,1
78446,27660,3.7,20
78466,27664,3.25,2
78468,27667,3,1
78469,27674,3.75,4
78473,27683,2,1
78474,27685,1.75,2
78476,27689,2.5,1
78477,27692,3.5,1
78478,27695,3,1
78479,27704,5,1
78480,27705,1.5,1
78481,27706,3.16,25
78506,27708,4,1
78507,27716,4.5,1
78508,27721,3.666666667,6
78514,27722,4.166666667,3
78517,27728,2.166666667,3
78520,27731,3.75,8
78528,27741,3.833333333,6
78534,27744,4.5,1
78535,27746,3,1
78536,27751,5,1
78537,27762,2.5,1
78538,27768,3.75,2
78540,27769,3,1
78541,27772,2.583333333,6
78547,27773,4.08974359,39
78586,27776,4.5,1
78587,27778,3,1
78588,27784,1.5,1
78589,27788,3,8
78597,27790,3.5,4
78601,27793,1.5,2
78603,27801,4,12
78615,27802,3,1
78616,27803,4,8
78624,27808,3.363636364,11
78635,27815,3.909090909,11
78646,27816,2.5,1
78647,27820,4,2
78649,27821,3.25,6
78655,27822,2.7,5
78660,27826,4,1
78661,27829,3.5,1
78662,27830,2.5,1
78663,27831,3.815789474,19
78682,27834,4.333333333,3
78685,27837,2.875,4
78689,27838,3.75,2
78691,27839,2.3,5
78696,27846,3.9,10
78706,27850,3.75,2
78708,27865,2.75,2
78710,27866,3.5,1
78711,27869,4.5,1
78712,27873,3.166666667,3
78715,27878,3.875,4
78719,27879,4.125,4
78723,27882,4,4
78727,27899,2.75,2
78729,27904,3.613636364,22
78751,27905,3.5,1
78752,27912,3.3,5
78757,30707,3.846153846,52
78809,30745,4.75,2
78811,30749,3.791666667,48
78859,30793,3,61
78920,30803,4.5,3
78923,30810,3.486486486,37
78960,30812,3.528571429,35
78995,30816,3.166666667,12
79007,30818,2,1
79008,30820,3.833333333,3
79011,30822,3.454545455,11
79022,30825,3.106060606,33
79055,30846,3.5,2
79057,30848,3.166666667,3
79060,30850,3.75,4
79064,30883,1.5,2
79066,30890,3,1
79067,30894,2.5,8
79075,30898,3.166666667,3
79078,30994,4,1
79079,31000,2.5,1
79080,31030,4,1
79081,31038,4,1
79082,31049,2.5,1
79083,31083,2,1
79084,31086,3.5,1
79085,31101,3.5,2
79087,31114,3,2
79089,31116,3.833333333,3
79092,31123,2.5,1
79093,31150,2,1
79094,31162,3,1
79095,31184,3.833333333,3
79098,31193,3.5,1
79099,31221,2.05,10
79109,31223,2,1
79110,31225,3.071428571,7
79117,31260,3.5,1
79118,31297,3.5,1
79119,31309,3.5,1
79120,31364,4.7,5
79125,31367,2,1
79126,31410,3.875,20
79146,31420,3.1875,8
79154,31422,0.5,1
79155,31424,0.5,1
79156,31427,2.333333333,6
79162,31431,2,2
79164,31433,3.136363636,11
79175,31435,4.5,1
79176,31437,4.25,2
79178,31445,2.25,2
79180,31522,5,1
79181,31545,4,1
79182,31553,1,1
79183,31590,3,1
79184,31610,4,1
79185,31617,3,1
79186,31658,4.075,40
79226,31660,3,2
79228,31664,3.5,1
79229,31685,3.166666667,45
79274,31692,0.5,1
79275,31694,3.25,2
79277,31696,3.471428571,35
79312,31698,1,1
79313,31700,3.166666667,3
79316,31702,4,1
79317,31737,3.5,1
79318,31804,3.25,4
79322,31851,3,1
79323,31867,3,1
79324,31878,3.578947368,19
79343,31903,4,1
79344,31909,4,1
79345,31921,2.5,1
79346,31923,4,3
79349,31925,4,1
79350,31952,3.5,1
79351,31973,3.5,1
79352,32009,2.666666667,3
79355,32011,2.166666667,6
79361,32017,2.714285714,7
79368,32019,2.4375,8
79376,32022,3.666666667,3
79379,32029,3.05,10
79389,32031,3.026315789,19
79408,32058,2,1
79409,32060,3,1
79410,32116,2.5,1
79411,32139,4,1
79412,32179,4,1
79413,32213,2.666666667,3
79416,32234,4,1
79417,32243,3.5,1
79418,32289,3.375,4
79422,32291,3.1,5
79427,32294,3.5,1
79428,32296,2.25,8
79436,32298,2.333333333,3
79439,32300,2.833333333,3
79442,32302,4,1
79443,32314,3.5,1
79444,32387,4.25,2
79446,32392,2.5,1
79447,32440,2,1
79448,32442,2.5,1
79449,32456,4.25,2
79451,32460,4.25,4
79455,32469,4.5,1
79456,32511,4.5,1
79457,32515,2.5,1
79458,32554,3.833333333,3
79461,32582,4.75,2
79463,32584,3.125,4
79467,32587,3.857142857,84
79551,32589,2,1
79552,32596,3.071428571,7
79559,32598,2.9375,8
79567,32600,3.5,1
79568,32620,3.5,1
79569,32632,3.5,1
79570,32649,4,1
79571,32657,4.25,4
79575,32659,2.5,1
79576,32666,1,1
79577,32728,4,1
79578,32743,3,1
79579,32770,4.25,2
79581,32799,3.5,1
79582,32862,4,1
79583,32875,3,1
79584,32892,2.75,2
79586,32898,3.5,5
79591,32906,3.5,1
79592,32914,3,1
79593,32917,4,1
79594,33004,3.420454545,44
79638,33085,2.25,6
79644,33090,4,2
79646,33124,3.5,1
79647,33126,2.5,1
79648,33132,1.5,1
79649,33138,5,1
79650,33145,3,6
79656,33148,2.5,1
79657,33154,4,6
79663,33158,2,5
79668,33162,3.5,17
79685,33164,1.833333333,6
79691,33166,3.89,50
79741,33171,2,2
79743,33188,2.5,1
79744,33201,4.5,1
79745,33237,4,1
79746,33294,2.5,1
79747,33310,4.5,1
79748,33312,3.5,1
79749,33421,3.666666667,3
79752,33435,3.5,1
79753,33437,3.444444444,9
79762,33493,3.429487179,78
79840,33495,2.642857143,7
79847,33499,2.5,4
79851,33558,3,1
79852,33564,4.5,2
79854,33615,3.375,40
79894,33629,2.5,1
79895,33639,3.333333333,3
79898,33644,2.5,1
79899,33646,3.111111111,9
79908,33649,5,1
79909,33660,4.088235294,17
79926,33669,3.071428571,7
79933,33672,3,7
79940,33677,3.5,3
79943,33679,3.279661017,59
80002,33681,1.75,2
80004,33683,3.75,2
80006,33725,3.166666667,3
80009,33779,4.5,2
80011,33781,3,2
80013,33794,3.862068966,116
80129,33801,3,1
80130,33815,3,2
80132,33826,2.5,1
80133,33830,3.166666667,3
80136,33834,3.125,4
80140,33836,2.269230769,13
80153,33838,3.5,1
80154,33880,3.75,4
80158,33893,4.5,1
80159,33896,3.333333333,3
80162,33903,4,5
80167,33966,1.5,1
80168,34018,3,1
80169,34048,3.15,50
80219,34072,3.555555556,18
80237,34129,3,1
80238,34143,2,3
80241,34148,3,2
80243,34150,2.763888889,36
80279,34153,3.833333333,3
80282,34162,3.50862069,58
80340,34164,3.5,1
80341,34271,3.75,4
80345,34292,1.5,1
80346,34312,5,1
80347,34319,3.35483871,31
80378,34321,3,3
80381,34323,3.714285714,7
80388,34326,3,2
80390,34330,3,1
80391,34332,2.916666667,6
80397,34334,2.5,5
80402,34336,2,4
80406,34338,3.35,10
80416,34359,4,1
80417,34397,3,1
80418,34405,3.94,50
80468,34437,3.476190476,21
80489,34450,4.5,1
80490,34520,2.083333333,12
80502,34523,2,3
80505,34528,3.666666667,3
80508,34530,2.833333333,3
80511,34532,3,4
80515,34534,3.571428571,7
80522,34536,3.166666667,3
80525,34540,3,1
80526,34542,3.7,5
80531,34800,1.5,1
80532,34811,2.5,1
80533,35015,3.5,1
80534,35347,1,1
80535,35807,4,1
80536,35836,3.547297297,74
80610,35957,3.388888889,9
80619,36276,2.5,2
80621,36289,4,1
80622,36363,3.75,2
80624,36397,1.5,1
80625,36401,2.625,20
80645,36477,4,1
80646,36509,2.666666667,3
80649,36517,3.461538462,13
80662,36519,3.21875,16
80678,36525,2.6875,8
80686,36527,3.571428571,7
80693,36529,3.714285714,35
80728,36533,2.25,2
80730,36535,3.777777778,9
80739,36537,3.333333333,3
80742,36708,3.708333333,12
80754,36850,3.75,2
80756,36931,3.5,1
80757,37211,3,1
80758,37240,3.5,4
80762,37380,2.15,10
80772,37382,2.875,8
80780,37384,3.269230769,13
80793,37386,2.761904762,21
80814,37444,4,1
80815,37475,3,1
80816,37477,2.5,1
80817,37495,3.5,1
80818,37545,3.25,2
80820,37720,2.916666667,6
80826,37727,2.863636364,11
80837,37729,3.534090909,44
80881,37731,3.722222222,9
80890,37733,3.5,27
80917,37736,3.5,3
80920,37739,3.3,5
80925,37741,3.869565217,23
80948,37830,3.55,10
80958,37844,2,1
80959,37853,2.5,2
80961,37857,3.611111111,9
80970,38038,3.633333333,30
81000,38061,4.071428571,35
81035,38095,4.166666667,3
81038,38159,4.5,1
81039,38164,4,1
81040,38198,4,1
81041,38294,2.5,1
81042,38304,4.625,4
81046,38388,4.25,2
81048,38583,2.5,1
81049,38798,3.125,4
81053,38886,3.444444444,9
81062,38992,3.5,1
81063,39183,3.558823529,34
81097,39231,3.5,4
81101,39234,3.5,4
81105,39292,3.775,20
81125,39307,2.5,1
81126,39381,3.5625,8
81134,39400,2.1,5
81139,39414,3,7
81146,39427,3,4
81150,39435,2.9,5
81155,39444,3.388888889,9
81164,39446,2.807692308,13
81177,39449,2.6,5
81182,39516,4.5,1
81183,39715,2.142857143,7
81190,39801,2.75,2
81192,39869,4.125,4
81196,40148,3.357142857,7
81203,40278,3.676470588,17
81220,40339,2.285714286,7
81227,40412,4.75,2
81229,40414,3.7,5
81234,40478,2.5,1
81235,40491,5,1
81236,40578,3,1
81237,40581,2.916666667,6
81243,40583,3.53125,16
81259,40597,2,1
81260,40614,3.25,4
81264,40617,3,1
81265,40629,3.555555556,27
81292,40697,2.25,2
81294,40723,3.25,4
81298,40732,3.545454545,11
81309,40815,3.816901408,71
81380,40819,3.756410256,39
81419,40826,3.15,10
81429,40851,3.375,4
81433,40870,3.5,2
81435,40946,2,2
81437,40955,3.875,4
81441,40959,3.666666667,3
81444,40962,3.333333333,3
81447,40966,3.5,1
81448,41014,4,1
81449,41285,3.441176471,17
81466,41527,4,2
